	CFS: CD4 (S2,S4,S6) - TA (S1,S3,S5) - Healthy: CD4 (S8) - TA (S7)
BACH2	-8.392602997123412
TES	-8.380155079545402
SETD3	-8.3701718037136
ZNF638	-8.362891001700653
SERBP1	-8.352186000000017
PTPN18	-8.343974900000006
TRABD	-8.343650000000011
LSM1	-8.339534
TMEM243	-8.302243999999995
TKT	-8.293806088540002
PXYLP1	-8.292002500000002
DCAF17	-8.284700888999996
DDX46	-8.282794500000008
COQ8B	-8.262358299999999
CEP97	-8.255286817010134
RPA2	-8.252199999999998
PLEKHF2	-8.240804
GRHPR	-8.229047300000003
TTC33	-8.228856300000002
CLIP4	-8.225913000000004
GTPBP3	-8.214600799999998
AIF1	-8.213820600000002
ITFG2	-8.208902899999991
GIPC1	-8.208000699999996
PFDN6	-8.186596848000015
NBPF9	-8.185658999999996
KRT73	-8.182849
MTMR12	-8.166898
USP22	-8.147403499999998
HINT2	-8.144154999999998
CAAP1	-8.128900000000002
EAPP	-8.123749999999998
TAPT1	-8.121275999999998
ZBTB7A	-8.119399999999999
MTX1	-8.118189000000001
RAB37	-8.103473
MIEF1	-8.090434000000002
RPUSD4	-8.086564807216998
C1orf52	-8.08438
SCP2	-8.075693003394647
XPNPEP1	-8.071613336000002
TFAM	-8.060609999999997
ZC3H12D	-8.058982
BNIP3L	-8.045409920999987
GOLPH3L	-8.033749999999998
SIPA1	-8.032882999999998
IL10RA	-8.030588999999992
EPHA4	-8.020674999999999
AP2B1	-8.00497198585893
RPP21	-7.986384299258297
RAP1GDS1	-7.983439048928901
ZSWIM7	-7.969922553171408
IKBKG	-7.959411829000006
UBE2Q1	-7.947961000000003
ERLEC1	-7.9457200000000014
PRKAA1	-7.9435610000000025
BZW2	-7.927557406758998
SMAD2	-7.923592999999968
ARNT	-7.9229789
PFDN5	-7.914772999999968
GPS2	-7.912259000000006
IKBKE	-7.904865999999995
RIOX2	-7.887639
NMT2	-7.8810669999999945
DCTN4	-7.880622254054696
DPYSL2	-7.879101499999997
ZNF480	-7.874761800000002
C1QBP	-7.873290514026948
RAD51D	-7.8701889728239
ATXN2	-7.86957200869001
PPP2R3C	-7.862756714715466
PEX2	-7.856963499999999
GCA	-7.8533419989729225
PABPC4	-7.847895700000002
CHMP6	-7.830034000000012
GRAP	-7.818779399199999
STMP1	-7.804417000000001
INPP5D	-7.802985592439988
KDM5C	-7.798367459999987
CHCHD3	-7.7934601000000026
PTPN4	-7.791920023498086
ZNF493	-7.7891705999999985
SLC9A6	-7.787522606077401
SNX2	-7.7863399000000015
PRDM4	-7.785487999999998
ARHGDIA	-7.777751999999998
MLST8	-7.764351637667989
CASP3	-7.760218999999999
GAA	-7.752473999999996
CAMTA1	-7.750818499999994
USP19	-7.748908946199997
VOPP1	-7.740217108541627
DDB1	-7.731144500000001
EPN1	-7.726671000000001
SART1	-7.7228288022222005
EXOC5	-7.721809495323683
LARP4	-7.71754777406659
NBDY	-7.701960000000014
SELENOW	-7.694842999999999
TTC5	-7.694473200000001
SFXN1	-7.689628999999968
CCT7	-7.688745000000001
AGPAT3	-7.684875093927605
PIM1	-7.6843
RIC8A	-7.682769999999962
PAXBP1	-7.671249259999998
VNN2	-7.66549100000001
PSMC4	-7.662756000000005
RCAN3	-7.656384999999998
HSPB1	-7.653599999999997
NUCB1	-7.6516666652891985
PNPLA6	-7.651410074188998
C12orf73	-7.651220200000006
ICAM3	-7.645786000000001
UTP11	-7.643841199999999
SRP54	-7.643544
SEC24D	-7.6297187
CD2BP2	-7.627960999999999
TPD52L2	-7.625135496150001
TMEM50B	-7.621111800000001
CNPY2	-7.597650999999985
CSTF1	-7.566250000000004
RPS6KA1	-7.55921579999999
CHMP7	-7.55270908
SNRPF	-7.550195000000002
AZIN1	-7.547681000000011
FBXO22	-7.5420409999999904
SNRNP27	-7.538626000000015
HSD17B8	-7.531731999999996
PRKAR2A	-7.52788
ZFAND4	-7.5257136
ITGA6	-7.5237050000000005
SNRPG	-7.521220000000021
MRFAP1	-7.5184580000000025
ZNF382	-7.5136848999999994
DEF6	-7.510895
SYPL1	-7.508896974546002
C12orf4	-7.508660999999998
KLHL21	-7.503818000000017
ZDHHC5	-7.500169000000003
ZDHHC20	-7.49631200000001
SMIM15	-7.489400000000003
NBPF15	-7.480800640000009
WBP1	-7.479014701551154
PKIA	-7.476218998675208
TBRG1	-7.4629401000000115
BNIP3	-7.461962999999997
C6orf62	-7.457599999999992
SMUG1	-7.451042500000003
SDR39U1	-7.444218169999996
MBNL2	-7.4384879999999995
WASHC2A	-7.432925600765065
CGGBP1	-7.425940000000011
BAP1	-7.3983320000000035
DDI2	-7.383879500000001
AP2S1	-7.375125999999996
TMEM33	-7.368472703671475
PAFAH1B3	-7.368425
SHC1	-7.3680472999999935
DDX6	-7.357328526999979
RPUSD3	-7.3486738399999965
DUSP11	-7.347589999999997
INTS5	-7.344699999999996
CBX7	-7.341301999999999
NUBP1	-7.336999999999999
DENND10	-7.330339999999978
ATP8B2	-7.329529000000001
TMEM120A	-7.328461000000006
NCOA2	-7.315922
BZW1	-7.314441000000016
KLC1	-7.291858749200003
ST6GALNAC1	-7.285295000000001
CALHM2	-7.282740000000018
PGD	-7.280627
SIGMAR1	-7.279058999999998
SMARCA4	-7.278840843045664
MCFD2	-7.271433705290001
PPM1B	-7.265366999999998
GFUS	-7.259764199999999
MAN2C1	-7.257581106300002
TNFAIP1	-7.252864999999997
BAX	-7.237335000000002
PDHB	-7.235138000000006
OGA	-7.233872999999996
TCF3	-7.230183999999998
H2AJ	-7.225558780000007
ZNF302	-7.225032636715902
SLAMF1	-7.223699999999994
ABHD17B	-7.2178
CREB3L4	-7.2165545899999985
NETO2	-7.214938999999998
PCGF1	-7.214168999999998
ERCC1	-7.208092699999998
MZF1	-7.206157030130001
ZDHHC17	-7.20561
SCAF4	-7.19614962
GYS1	-7.193770000000001
NIN	-7.184029319522729
NADK2	-7.1650051
FAM32A	-7.1624859999999995
PLEC	-7.1407753243936
CTBS	-7.128956999999993
NSUN2	-7.1274789999999975
NSA2	-7.127449999999989
PIGBOS1	-7.118326
CNN2	-7.116329999999991
USP16	-7.115715000000005
LRP10	-7.115033800000006
DR1	-7.1102049999999934
CDV3	-7.10986800000002
GOLPH3	-7.105744
TMX1	-7.097308000000002
IFT20	-7.093439
SH3GLB2	-7.079788700000009
CIAPIN1	-7.076900088280002
DMTF1	-7.072199384069993
SNX19	-7.062366000000001
ARMCX3	-7.041101999999995
VPS36	-7.0401869999999995
MAPK14	-7.037368399999995
AMIGO1	-7.031190000000001
DNMT3A	-7.021445100000001
RNF144A	-7.019712000000001
TMEM167A	-7.018535
DPH3	-7.0159639999999985
HINFP	-7.010543699999996
TLE3	-7.009642150916335
GDI1	-7.0083149
FEM1B	-7.003109999999999
NUP98	-6.998904505327019
GART	-6.994091999999998
ING1	-6.9796179999999985
SMNDC1	-6.977293999999999
TXK	-6.95015157
EPHX2	-6.948600505079412
PFKFB3	-6.932189108799992
NFATC2IP	-6.9274409133969
STK38L	-6.925712000000001
THAP4	-6.925219
TSNAX	-6.897827000000001
ARID1B	-6.897449011479999
SMPD4	-6.895923199999984
C18orf25	-6.895345763601801
INO80E	-6.8835794
SRA1	-6.871463999999996
GEMIN4	-6.87041635
UPK3BL2	-6.857789999999998
SPRTN	-6.852050000000001
LMAN1	-6.849993999999995
NCBP1	-6.839258000000001
UMAD1	-6.829352999999998
GTF3A	-6.823683999999986
GRPEL2	-6.810316000000001
SNRPD1	-6.805900000000001
DPP9	-6.799115677999994
TACC3	-6.781892
CFAP97	-6.775374999999997
ZNF649	-6.771889999999999
R3HDM1	-6.771472000000003
LCORL	-6.7707058
BTLA	-6.7654819999999996
PSD4	-6.754802460000004
LCLAT1	-6.729586100199999
KLF7	-6.727972865652994
ZIK1	-6.727372069569999
AP5M1	-6.720619999999997
YTHDF3	-6.719120448214303
RMND5A	-6.719041
SELENOT	-6.716019999999986
ELK3	-6.712355000000002
PSPH	-6.707287599999999
PWWP2A	-6.699328999999999
EFR3A	-6.698594289999997
LY6G5C	-6.691012057204009
VKORC1	-6.6909946
PIAS2	-6.675925300000001
LIN9	-6.674504
TUT7	-6.666496100000003
AURKAIP1	-6.6597230000000565
SEC22A	-6.65785
LGALS3BP	-6.649095040413102
GLG1	-6.647244475999997
RTF1	-6.635914000000007
JADE1	-6.6336393047741
ZNF263	-6.628222999999995
CHD4	-6.624179927137618
MZT2A	-6.6238189999999975
GFPT1	-6.622810000000001
TANGO2	-6.619217154199998
PARD6A	-6.618594
FAM78A	-6.616803
KLRG1	-6.615916000000006
MAP3K6	-6.615815999999996
ANK1	-6.607109000216762
ARID4B	-6.607106999999985
MON1A	-6.595746446999993
ZC3H7A	-6.587508895989906
BRD3OS	-6.578567
GLUL	-6.575194000000003
PCNA	-6.56812
SLC26A6	-6.563240721999999
CBX1	-6.554356
CLNS1A	-6.547573999999997
RNF135	-6.535879799999998
PPP1R8	-6.530448000000001
HEXA	-6.524462374963022
SEC61G	-6.521149999999999
CLPTM1L	-6.519537710000016
NFIC	-6.517499660000002
EP300	-6.510870000000002
SEL1L3	-6.508181339608726
KLHL24	-6.508043042999994
SYAP1	-6.50601
KLF2	-6.501849999999998
RASGRP1	-6.500729000000007
NUP43	-6.496921999999998
GATAD2A	-6.496792999601674
RASGRP2	-6.483357999999981
H2AZ2	-6.477780000000003
UPRT	-6.4597799999999985
CCT6A	-6.453851
ARAF	-6.450100999999999
RCC2	-6.446042
WDCP	-6.443309000000001
NAA10	-6.43955364225441
TRAPPC2	-6.430700099999999
TMEM14C	-6.420888
AK3	-6.416506000000004
TM7SF3	-6.414679065000003
NET1	-6.414646000000005
ARFGEF1	-6.413128199999997
DDX18	-6.411507999999998
GNB2	-6.411305054726952
FBXO25	-6.398460554011328
TBC1D10C	-6.397129999999976
MFSD8	-6.3970182469807
SUPT16H	-6.386707400000002
CUL2	-6.381422600510874
PELI1	-6.375068000000001
VAMP7	-6.370965999999999
RAB11FIP1	-6.36632
AGTPBP1	-6.356155762700002
NOTCH2	-6.345934000000001
ZNF672	-6.341864000000002
MYL12B	-6.338189999999983
INTS14	-6.322245500000001
DDX23	-6.314100999999999
TMEM161B	-6.310404440000002
SEMA4B	-6.303615411000003
GRWD1	-6.300370999999998
NCSTN	-6.2990540000000035
ACYP2	-6.297945999999996
TBC1D10A	-6.294043862000002
PIGK	-6.278502000000003
TRIM32	-6.274934000000002
MPHOSPH9	-6.2749174
KIZ	-6.264236800000003
ZFX	-6.2561750000000025
HMGCS1	-6.252180799999998
CNNM3	-6.244525
VPS51	-6.244153000000004
RUBCN	-6.243007000000006
EI24	-6.239630999999996
ORMDL2	-6.237856000000022
DHRS1	-6.2255153999999955
RIN3	-6.215435360220006
SCAND1	-6.212070000000001
USP21	-6.211061999999984
DYNLL1	-6.203780999999989
TANGO6	-6.201793
C2orf42	-6.192899000000001
BDH1	-6.190600469999993
RBX1	-6.1863540000000015
NUP88	-6.1696159999999765
IL18R1	-6.168420000000001
ZMYM4	-6.163501200000001
SLC40A1	-6.159459
ARAP1	-6.151930459999988
ATP23	-6.151052000000002
NCAPD3	-6.141838999999998
ALKBH4	-6.133099
POLL	-6.1318893518048
NRBP1	-6.126777000000004
ZNF141	-6.124100000000001
MFSD6	-6.122643
GNPNAT1	-6.105382598955288
CNP	-6.1020219999999945
RAB3GAP2	-6.093429999999999
TMEM220	-6.0911159999999995
RASA2	-6.084319132800001
EXOSC5	-6.0806
HSPA1A	-6.073568257617808
CITED2	-6.0733999999999995
PRPF31	-6.069342139999996
HAUS4	-6.064515566814842
MEGF6	-6.060312000000006
PPWD1	-6.058802815469992
KIAA0100	-6.056512999999999
CDK17	-6.0551355816000125
PRDM2	-6.048925499999999
SMG6	-6.048683600000001
HSD17B12	-6.048526918367998
KANSL3	-6.034328399999996
MTHFD2	-6.030624300000003
TJP2	-6.029496334117467
UBE2Z	-6.022781999999996
GPR108	-6.015860677690966
PER1	-6.015732999999997
ATP11B	-6.003002000000002
SNW1	-5.993605999999996
GGA3	-5.992551400000007
MED4	-5.985280000000003
ZNF324	-5.984156999999998
DUSP18	-5.983248000000001
PRELID3B	-5.982900999999998
FAM91A1	-5.982620900000002
RNGTT	-5.9803533
CD300A	-5.979972999999999
DZIP3	-5.977762000000002
ATP6V1E1	-5.971422900000002
TMEM11	-5.969200999999998
ATP6V1G1	-5.96192
PHYKPL	-5.960107000000015
AP5Z1	-5.955399000000002
ZNF200	-5.953922000564219
PRKD3	-5.953093399999993
DOCK10	-5.947182083710985
WDR61	-5.945596000000009
PSD	-5.939819799999998
SLC30A6	-5.938000080000002
SCAMP1	-5.933193000000006
PTBP3	-5.930365417169998
FOXN2	-5.928190000000001
EIF2B1	-5.923264999999997
APPBP2	-5.907760000000003
ZNF224	-5.907262999999993
ELF1	-5.903070999999997
TIMM10B	-5.8924643
TUBA1A	-5.885827473400001
EPM2AIP1	-5.8764400000000006
SLC7A6	-5.869334800000011
ST3GAL2	-5.8676179999999984
RANBP3	-5.866165418075251
GSKIP	-5.8574161949981125
LARS1	-5.856760999999999
PDLIM5	-5.849810499999997
RABGGTA	-5.845597680000001
SAMD9L	-5.844511000000001
DDX41	-5.843941000000002
CHD3	-5.840817300000001
TMEM127	-5.838702999999995
PRPSAP2	-5.838410478271841
LIG3	-5.836742504000005
MCL1	-5.833449999999999
SPCS3	-5.827901999999998
BAG4	-5.8176879999999995
TMEM214	-5.814778800000002
MANBA	-5.8019576000000015
RAD23A	-5.8019450000000035
DNAJC16	-5.800182000000001
MTFR1L	-5.796092907220004
PISD	-5.793014929999998
BOLA2B	-5.78690000000001
CDIPT	-5.779774770100033
SESTD1	-5.774606799999997
PRRC1	-5.774310400000003
GMPR2	-5.772279586320025
SUPT20H	-5.769336271134215
NIPSNAP2	-5.764493999999999
CYB5R4	-5.764300000000002
ATXN2L	-5.760549400000006
PMPCB	-5.758163999999979
PRDX2	-5.752846999999997
ATP13A2	-5.746613200000002
KANK1	-5.745821299999999
CAPG	-5.740528192917399
ZNF500	-5.736286000000003
RALB	-5.733659712890999
DNASE1	-5.733190100000002
PDK1	-5.730486800000001
OAZ2	-5.729872999999998
DGKZ	-5.726263819874973
TMEM25	-5.723698200000005
NAT9	-5.719843099999993
SNX15	-5.717762
ZNF496	-5.712057999999999
TEX264	-5.707178892464398
MRM1	-5.706896000000002
PSMB5	-5.705807000000002
ATXN7L3	-5.7046167000000025
OLFM2	-5.704373
TTC31	-5.7042505299999995
CYBA	-5.702975999999985
PLEKHO1	-5.701843099999998
TMEM71	-5.699338000000012
SMARCAD1	-5.6872924000000005
RUNX3	-5.684370000000001
FANCA	-5.6842961799177125
CAPN7	-5.683056000000002
IQSEC1	-5.681642344600004
ELP4	-5.672660121572854
PPAT	-5.671459799999999
TESPA1	-5.670062999999985
GOLGA7	-5.66932099999994
ENTR1	-5.661243000000004
WNK1	-5.647642449924948
PLSCR1	-5.6346567000000025
USP11	-5.633338703999996
ZNF227	-5.624738939
EMC10	-5.622599499999998
ZNF320	-5.622209009769999
POLR2C	-5.620543399999997
INTS9	-5.620412600000002
C6orf89	-5.618454000000007
RNF19A	-5.617610999999982
IQGAP1	-5.613440699999984
ZNF219	-5.6126315955654285
REV3L	-5.612475699999997
ALKBH6	-5.6124198118147
ALDH5A1	-5.611123
CYSTM1	-5.609027150999999
FN3KRP	-5.607084000000001
CRYBG1	-5.596723
ZBED5	-5.5886864
TNIK	-5.5856867
PLCD1	-5.585020999999998
FBLN5	-5.584694599999999
ZADH2	-5.584178
DCP1B	-5.5818746
LBR	-5.575825895505002
PTPRE	-5.573835183611802
RNF167	-5.566456090000006
TMEM143	-5.560936000000001
GNS	-5.560343500000001
RELA	-5.559044454112206
ZFYVE19	-5.54520866999999
LYRM7	-5.5450099999999996
ZNF473	-5.5443873040980005
PUS3	-5.542312186952
DHRS13	-5.541093999999999
ARNTL	-5.538348400000004
BSDC1	-5.534862800000004
MYCBP2	-5.532692000000001
SRCAP	-5.530754000000002
RAB22A	-5.528671000000001
PRXL2B	-5.521282612685997
TNIP1	-5.521145699999991
GRK6	-5.519065999999981
EDEM3	-5.518131
AP1AR	-5.506692000000001
RBM17	-5.503555015344915
DBNL	-5.502119421110038
SLC39A14	-5.494574400000001
MED29	-5.492023
PTPN11	-5.4918699999999845
NFKB1	-5.4821719999999985
FUOM	-5.479327000000001
THTPA	-5.478852999999999
RICTOR	-5.478642499141593
POGK	-5.478300000000001
SP3	-5.470956000000001
RALGPS2	-5.466413988000001
ELAPOR1	-5.4655039969595105
ASH2L	-5.463787121700001
TBL1X	-5.457119872159996
GPR132	-5.454862999999982
INTS12	-5.453478100000002
GTDC1	-5.453083166343788
GOLGA2	-5.4500060999999995
SGSM2	-5.4412556372655185
ISOC1	-5.43766
RSBN1	-5.4363719999999915
ASAH1	-5.433118932039839
CARD8	-5.429468809387075
MFSD10	-5.427908800000003
PARG	-5.420469000000002
KDM2A	-5.417634989523332
ERGIC3	-5.415738499999998
CKAP5	-5.414559290098357
SMYD2	-5.413997
MRRF	-5.413468000000002
CES2	-5.412559170834003
MAN2B2	-5.412168000000001
SLC35A5	-5.410323000000012
CHCHD5	-5.409841999999998
DGKD	-5.409575352559136
RMDN3	-5.406962500000001
GNAS	-5.400476300000037
FAM126B	-5.3946664000000055
HLTF	-5.388382000000004
TRIM69	-5.3852712441200055
HMGA1	-5.38302199999999
NCBP3	-5.3829525
PHACTR2	-5.382817999999986
ZNF85	-5.376688602090002
RTN4	-5.371061900000022
ATG4D	-5.3698800000000055
TMEM129	-5.368726440000003
CLCN3	-5.356812999999999
PDIK1L	-5.353270000000004
ETHE1	-5.349122
CAB39	-5.342716500000003
TGIF2	-5.34248779
PPM1D	-5.341200000000004
PPCS	-5.3349369999999965
LRRFIP1	-5.332795320000059
MSH2	-5.330020429999999
HIPK3	-5.323526860000005
EIF4E	-5.3221340000000055
SLC25A23	-5.316960299999998
GPAA1	-5.316430999999996
RUVBL2	-5.316345999999996
SNX13	-5.308460199999999
SMCHD1	-5.303366399999998
WDR44	-5.296142999999999
UBA6	-5.29175
NRDE2	-5.2900904137680005
BLOC1S6	-5.288057879999993
POU2F2	-5.287021199999998
ACP6	-5.2843399999999985
LETMD1	-5.282579125779993
POLR2D	-5.282340000000001
PITPNM1	-5.280322000000005
SERF1A	-5.271365999999999
TUBGCP6	-5.260922999999998
KMT2A	-5.260650904088408
ZMYND11	-5.259633999999991
PAIP2	-5.257901899999997
VIRMA	-5.257005026
PREB	-5.2531379999999945
MDP1	-5.245607764881999
IGSF8	-5.241169999999997
ANAPC1	-5.236889
KLHL6	-5.234757999999996
BAD	-5.232690000000002
GIMAP2	-5.2325
AGFG1	-5.230532460900001
SLC10A7	-5.2265535
DRG1	-5.224642000000001
TSN	-5.220376000000016
PHRF1	-5.211787171716967
HAT1	-5.204593700000004
FBXL16	-5.202629999999999
CNOT10	-5.20145350999999
TMTC4	-5.1995627879073
ALG3	-5.1962435
KCTD17	-5.1958103
ERCC5	-5.188302
CNOT6	-5.184791000000001
C12orf29	-5.1813699
ISOC2	-5.1790794
ABCB8	-5.178578997437832
IFI27L2	-5.178362000000014
WWP1	-5.176397799999997
MEF2A	-5.174107999999997
STRAP	-5.172858999999999
ST6GALNAC4	-5.172199475999999
BCL2L12	-5.171634
LTO1	-5.168655650899998
PSMC1	-5.163070000000019
DHX40	-5.1604762327764995
TTF2	-5.155858230999993
ST8SIA4	-5.155063
CARS2	-5.152870645410001
PEX16	-5.150051999999997
DENND5A	-5.144284999999991
SH3GL1	-5.138459800000003
INPPL1	-5.134804300000003
FAM114A2	-5.13444724
PLLP	-5.134275999999999
PRIM1	-5.133100000000002
NUDT1	-5.127767069865001
PCMTD1	-5.120677999999998
ALDH16A1	-5.115746399999998
PIK3CG	-5.106098999999997
MAP3K2	-5.1050599999999875
ASPSCR1	-5.103550099999998
C10orf95	-5.10339
KLHL5	-5.098870999999999
NT5C3B	-5.091422320000007
SIN3A	-5.091092299999996
RASA4B	-5.089211999680364
CACYBP	-5.088630999999992
PATZ1	-5.088219900000006
SPRING1	-5.083201999999998
UBE2A	-5.081618914
COQ8A	-5.078195901675226
GNAQ	-5.0663599999999995
GATD3A	-5.0613360988748095
HVCN1	-5.06084399824482
HIPK1	-5.055846213510003
ABR	-5.049411204247129
SNAPC3	-5.0479147072
BORCS8	-5.045844000000001
GMPPA	-5.044480730000001
TBC1D23	-5.038888000000004
ARF3	-5.0325484
CYB561D1	-5.028874000000005
EPS15	-5.028197
LRRN3	-5.02555000000001
MTMR2	-5.021940000000001
ZDHHC3	-5.021194000000001
RPRD1A	-5.018238084321442
ECHDC1	-5.0164497149292835
TAF1B	-5.016421000000001
NFRKB	-5.010805987616877
EFNA1	-5.009333199999999
PTPN1	-5.00684
TAF8	-5.005359000000006
GCSAM	-5.004687999999998
CDK2AP2	-5.003377
ILVBL	-5.00103552
MICAL1	-5.000753999999997
SAMSN1	-4.9984708
ZNF746	-4.994329999999998
COASY	-4.991598999999997
MED26	-4.9915729
UGGT1	-4.988588
KBTBD3	-4.974787000000003
NFE2L1	-4.970699551774901
DHRSX	-4.969610000000001
CHMP2A	-4.964305000000001
RNF181	-4.963560000000001
TERF2	-4.962544099999999
CCDC126	-4.958222000000003
ANKRD46	-4.940003000000001
TLR1	-4.934779207
NISCH	-4.930217000000013
EARS2	-4.929274300000007
XPO6	-4.926359000000012
HSD17B10	-4.921476999999999
MRI1	-4.920688
ANKRD27	-4.917028
PGM2	-4.909256999999998
ANKRD16	-4.908669
SYTL1	-4.907711000000017
HDAC3	-4.90746
AGO4	-4.904954
LGALS9	-4.903721760000001
UBASH3B	-4.898693000000001
DECR1	-4.896359000000004
MKKS	-4.892320000000002
JMJD1C	-4.885212000000003
SSNA1	-4.884238999999997
SNX5	-4.881228004704273
DPH1	-4.879360999999999
DIS3L	-4.878909140999994
ZNF518A	-4.876424601659004
GALNT7	-4.8639920000000005
OGFOD3	-4.862828915999998
NSD2	-4.862460281089602
ARID3B	-4.861428999999999
ZFP30	-4.860148999999998
PRR14L	-4.8542863999999994
FAF2	-4.851870999999999
DBR1	-4.850621
SRRT	-4.836222060246001
LPXN	-4.830474000000004
ASXL1	-4.828404000000003
CNDP2	-4.8205516499999845
PYGO2	-4.819378
RNF220	-4.815429149999957
NT5DC1	-4.809978000000001
ORMDL3	-4.8097727999999975
SOCS3	-4.807499999999999
ARL15	-4.806008083157569
TRIT1	-4.805535600000002
NKTR	-4.801775479999996
JOSD2	-4.794711000000003
AASDHPPT	-4.767761
C6orf47	-4.767301999999994
ZNF737	-4.764593999999999
COMMD4	-4.762537241586841
AXIN2	-4.760994285610485
MYL6B	-4.756772500000004
TSPAN17	-4.754426670000003
SLC16A5	-4.754052900000002
FAM98C	-4.754038999999999
SLMAP	-4.7443363000000005
TFIP11	-4.744036261199994
AK2	-4.7374030000000005
DNAJB9	-4.737072
DIS3	-4.7206399999999995
ACADM	-4.7188871999999975
SCNM1	-4.713765000000009
SGMS1	-4.712277895305002
POLR2A	-4.710029999999998
ZNF816	-4.7084920000000015
SMG5	-4.695255999999997
GTF3C1	-4.686511300000003
METTL8	-4.685612000000006
STARD3	-4.68102625
ZNF691	-4.674995038996887
FLNB	-4.672623851618194
TJP3	-4.670968366899995
SSBP2	-4.668196659999985
PIGA	-4.6650640999999995
RALGAPA1	-4.662053764370523
PGGT1B	-4.661621999999999
SLC25A26	-4.6606999999999985
NEDD8	-4.658624200000002
POFUT1	-4.656849
ACP5	-4.655356814100002
CCDC142	-4.653030000000005
REX1BD	-4.651226000000001
NSL1	-4.63930899999999
YIPF4	-4.637980000000006
FIS1	-4.626276000000001
SENP7	-4.625316799999997
NMD3	-4.6184259999999995
ANKRD44	-4.606026590000013
TFDP1	-4.605680999999999
TMPO	-4.599722000000014
YES1	-4.595013997546621
USP45	-4.593985720000001
ABCG1	-4.5888349999999996
AGO1	-4.58785
ARID1A	-4.5822200571329965
TRIM35	-4.576848999999999
UNG	-4.571953000000001
TMEM165	-4.570388000000007
ASNSD1	-4.564325999999998
HMGB1	-4.560519999999883
INSIG1	-4.5599799999999995
RPTOR	-4.55807177623075
DCK	-4.555991000000001
SPG7	-4.555747555112404
RNF8	-4.548059999999998
LNPK	-4.547537999999999
IPO7	-4.5402552
CCDC18	-4.539426499999999
CNTROB	-4.532451700000002
OPA3	-4.532431
DHRS4	-4.530354799999998
RPRD1B	-4.5240542999999995
MKNK1	-4.5231040994209035
RAB28	-4.512008000000001
RTCA	-4.508792
BLOC1S2	-4.5085929999999985
SUCLG1	-4.5084480000000005
GARRE1	-4.5082070000000005
USP14	-4.506663000000003
EHMT2	-4.495809387052866
RELCH	-4.495099279999998
RNF227	-4.49316
ZNF550	-4.491645382555722
HDGF	-4.491272063721099
PTP4A3	-4.490823299999999
TNRC6A	-4.4906997
ARFGAP1	-4.487258431093895
CDC42	-4.484856000000008
KLHL8	-4.484122301878704
TMED7	-4.48138
NME6	-4.4777117860000075
ZNF585B	-4.4694289999999945
DLAT	-4.464680000000001
ZNF576	-4.464108000000001
FBXO42	-4.46058
ECE1	-4.460114708000006
PPP1R16A	-4.451295900000001
CYB561A3	-4.450968374856199
ECHDC2	-4.450668177108801
PIGL	-4.450042999999997
TNRC6B	-4.447445000000002
SMIM4	-4.443685000000002
ISYNA1	-4.4428745
METTL5	-4.439116999999996
DEDD	-4.434918412199998
ARHGEF11	-4.434892999999999
EIF3B	-4.428894999999983
AGGF1	-4.425480000000004
PHF6	-4.4232549999999975
DPEP2	-4.419532999999987
TIMM17A	-4.416499999999999
FBLN7	-4.4105634000000045
BAK1	-4.408599209999998
NMRAL1	-4.406077599999989
TMEM141	-4.3940329999999985
