	CD4 minus TA in CFS vs CD4 minus TA in Healthy
GGNBP2	-10.66404700000001
NFYB	-10.66217499999999
MEX3C	-10.642253566960003
EPHA4	-10.614089499999999
IKBKG	-10.611086015999998
SNX15	-10.578540999999998
STAT5A	-10.5773772
AMDHD2	-10.573482000000002
MOGS	-10.547329543450001
KCNA3	-10.534599999999998
GNPDA1	-10.529983000000001
FKBP5	-10.529425000000003
GPS2	-10.525167000712486
TKTL1	-10.50103
C19orf25	-10.495688999999992
NTMT1	-10.483965009578043
QARS1	-10.48375378638768
PIK3R5	-10.483490113520006
SMIM11A	-10.482552556659998
JADE2	-10.48082322773
ADH5	-10.440731
EIF3C	-10.432647401435162
SART1	-10.429376403795537
APP	-10.423277829000003
NUP210	-10.420923000000002
VBP1	-10.420583000000022
NUDT4B	-10.4154
DTD2	-10.376620000000003
PAFAH2	-10.375551999999995
UBA5	-10.374782484
MFF	-10.372278899999998
NCOA4	-10.361724280999994
TIMM8B	-10.360599999999991
ZNF593	-10.352023000000006
RIF1	-10.349298259999998
IPO11	-10.348682999999998
KDELR2	-10.345089000000016
SIK3	-10.338153255327605
IKBKE	-10.335502000000005
ZNF207	-10.323022000000009
TCF25	-10.298132999999993
FAM160B1	-10.282579999999996
EMC3	-10.282480000000021
EDF1	-10.279549999999972
KIAA0100	-10.259507999999997
CDS2	-10.24718
DBNL	-10.23598021457002
POLR2M	-10.233426000000009
DUS1L	-10.23030030000001
MTMR12	-10.217785000000003
PRELID3B	-10.216658999999993
CUL4A	-10.214432999999985
UBASH3A	-10.211586999999987
EPHB6	-10.210416851654603
UBXN7	-10.209289999999996
BCKDK	-10.202176999999999
CD320	-10.200925000000012
CALM3	-10.195333199999993
CHORDC1	-10.183914190499998
NFATC2	-10.176900999999997
FOXN2	-10.175219999999996
SRPK1	-10.154385300000001
UBTF	-10.14519600446657
YEATS4	-10.1446289821628
TMEM120A	-10.137066002640157
NR1H2	-10.113217031800033
FAS	-10.107605684999996
ACO2	-10.084991400000021
DCTN4	-10.071537337709202
PLLP	-10.068635599999997
ENOPH1	-10.061632999999993
NCBP2AS2	-10.05850000000001
PRKD3	-10.051792299999999
CPSF7	-10.0411395
NOTCH2	-10.036856000000002
SLC10A3	-10.033939999999994
STARD3	-10.031197000000006
SGTB	-10.028749999999999
MPG	-10.024479999999997
RAD23A	-10.023246999999955
BAZ2A	-10.0144059
ARF6	-10.009000000000015
GOLPH3	-10.003869999999992
WDFY1	-10.003497000000003
BZW1	-9.980151999999975
SLC7A6	-9.979348590599997
POLR3F	-9.966900999999998
TNFRSF18	-9.939566999999997
RNF187	-9.926322999999982
GDI1	-9.92136819999999
NDUFA6	-9.91935100000002
DNAJC14	-9.918197052573
TRABD	-9.909656000000012
ARNT	-9.909331399999992
CR1	-9.900878808572035
WIPI2	-9.895438900000002
ZNF672	-9.894824
NUDCD2	-9.874059999999986
POLR2K	-9.8662305
MVB12A	-9.865671999999996
TOR3A	-9.863385000000001
CSNK2A1	-9.860614999999996
FAM162A	-9.85631
SACM1L	-9.855836999999994
PTBP3	-9.848116928297003
RPS6KA1	-9.847207800000021
NR2C1	-9.821748678637398
RABGAP1L	-9.818867699999998
CAB39	-9.817330499999969
BCL7B	-9.805059
GNG2	-9.804270000000017
DLGAP4	-9.803885000000001
NUP214	-9.795914366269002
TMEM165	-9.79589
IRAG2	-9.791931101000003
ALG1	-9.786782999999993
DCAF17	-9.76532606157
COQ8A	-9.760085436094002
CENPX	-9.758543000000003
ATP1B3	-9.74750607
AMFR	-9.746421700000006
ENOX2	-9.713030998611831
STMP1	-9.696461
EXOSC4	-9.694712999999997
TBL3	-9.67804261213
USP10	-9.6691991
WDR3	-9.667079999999999
ZC3H12D	-9.658306000000003
SRA1	-9.656475
PRUNE1	-9.6517184
HSD17B12	-9.649649553449999
TFPT	-9.649489995270137
COPS9	-9.635174999999975
USP39	-9.614306
PNRC2	-9.606120999999973
ARHGAP9	-9.600180999999992
DHRS13	-9.591360999999996
NUP133	-9.577287286
PDXDC1	-9.568850439923395
EIF2B1	-9.544256999999995
MCCC2	-9.536591857311596
SHMT2	-9.534253997499995
MIEF1	-9.532025
ZBTB22	-9.525673000000001
SETD3	-9.489038311420188
TMEM9	-9.480144900000006
PEX2	-9.46992379999999
CDR2	-9.458416000000014
LRRC14	-9.445781
THOC7	-9.443679000000003
DCP1B	-9.438195
TIMM10B	-9.411784000000004
FEM1B	-9.411420000000003
ANKRD13A	-9.408346999999985
PAXX	-9.407119999999999
SLC30A5	-9.401457699104242
PREP	-9.395370000000007
TNFRSF4	-9.37631
AP1G1	-9.3640462033
STK40	-9.363502200000006
VEGFB	-9.360084000000008
UBAP1	-9.356381000000006
RPIA	-9.353900000000003
DCAF11	-9.346366607754689
STX8	-9.345061999999992
TSN	-9.339793999999998
USE1	-9.322762000000004
ABHD17B	-9.320700000000002
CPNE2	-9.320377007999998
TAF9B	-9.314586999999996
KHNYN	-9.314483000000003
COPZ1	-9.298656499999993
RPUSD2	-9.297559999999997
AIDA	-9.272517000000008
ATG9B	-9.271834799999997
C12orf73	-9.264147900000003
DDX27	-9.263569000000004
MED11	-9.263310000000004
SLC2A1	-9.244342000000003
WARS1	-9.22715512390645
DENND5A	-9.212138
SMIM15	-9.203299999999999
MTX1	-9.189391999999998
RILPL2	-9.1891
APPBP2	-9.183578000000004
CTNNB1	-9.181142600000008
WDR81	-9.175130940889996
GRPEL2	-9.17099
ITCH	-9.168690000000005
C1QBP	-9.166603885264976
CXCR5	-9.157699999999998
GEMIN4	-9.142669549999994
FAM98A	-9.141903
CD40LG	-9.139920000000018
TNPO1	-9.138148000000008
RITA1	-9.123886000000002
HSD17B8	-9.123114000000005
ATF2	-9.102299464313532
GAA	-9.085659999999999
FAM78A	-9.082065000000004
GNB2	-9.073301071297308
PIGK	-9.070689099999996
ZNF451	-9.068954708771003
SEPHS1	-9.063001999999997
BRAT1	-9.046344700000006
C9orf135	-9.044036436172998
FUOM	-9.040141000000002
CUL5	-9.029709999999994
CARD8	-9.013779894389202
RAB2A	-9.013495000000006
MKRN2	-9.012006999999997
IARS2	-9.001291000000009
EP300	-8.991071999999992
RUNX3	-8.98675999999999
ABHD2	-8.97704
AAMP	-8.967279999999988
ZNF429	-8.965570999999997
GNPTG	-8.946459000000004
ATXN7	-8.942032999999995
TMEM229B	-8.933149454999999
HSD17B10	-8.93010599999998
SKA2	-8.921878
GRHPR	-8.90750589999999
MAN2C1	-8.9039450197
DNAJC10	-8.899630299999998
ARFRP1	-8.8875642
SNRPN	-8.886108999999976
LRP10	-8.867813900000002
ZBTB7A	-8.854669999999999
ZNF737	-8.844947999999999
MED29	-8.843446
ARIH1	-8.838459999999998
HEXA	-8.837621553199014
SLC39A3	-8.835040000000003
TMEM33	-8.82995789642758
SFXN1	-8.825924
UBE2L3	-8.821942000000007
COPB2	-8.807854000000006
FBXO42	-8.804676
TMEM11	-8.790016000000001
ZNF480	-8.778236400000004
DHRS1	-8.770553999999994
UBXN1	-8.764038089264517
ARF3	-8.764021800000002
RMND5B	-8.760718980263103
RAP1GDS1	-8.750842726697329
MAP2K3	-8.750124999999997
NECAP2	-8.733795800000024
ALDH18A1	-8.730780999999993
TXNDC15	-8.728964951299702
DR1	-8.726616000000007
ZNF573	-8.721805549061756
SPSB3	-8.720112
DNMT3A	-8.719634800000001
PPP6R1	-8.708335400000024
PFDN1	-8.694155999999992
KDM5C	-8.683124446
FARSA	-8.66884499999999
CSK	-8.639394903399989
DDHD2	-8.633314799999994
ING1	-8.618942000000004
PGM2	-8.606970999999998
PRADC1	-8.600183999999999
SH3GLB2	-8.594987000000003
TMEM205	-8.592579791539997
FUT8	-8.592244095720002
CLASP2	-8.58795529368
SMN1	-8.58263035897615
RASSF7	-8.575029761830002
MDM2	-8.572687600000002
AGPAT1	-8.564524480000001
CSNK1G3	-8.54418
KIAA1191	-8.542628999999991
GNPNAT1	-8.532509
PNPLA6	-8.530102483000999
MZF1	-8.52683538541
CSTF3	-8.505703090000004
DBP	-8.488433999999998
SMAD2	-8.487296
IDH3B	-8.480552729000038
TKT	-8.474164444199992
MED4	-8.470609999999994
PRPSAP2	-8.470243171505373
IRF3	-8.467327900830327
PFDN6	-8.465010791999994
VAMP7	-8.464320999999998
CHTF8	-8.463414
LGALS3BP	-8.458887108637178
STIM1	-8.458319000000003
NDST2	-8.443645000000004
CEP97	-8.437323930481604
PDHA1	-8.427367009185062
PSMB5	-8.412639999999996
MIER3	-8.404439
PSMC2	-8.403233000000014
NOL11	-8.401969999999992
PRKAA1	-8.398294000000007
MECP2	-8.388282200000003
PHF5A	-8.386132999999994
NCOA2	-8.375307999999999
CISD3	-8.36770199999999
KRT73	-8.366835
ADI1	-8.352145679999992
ETFB	-8.343931899999994
CAAP1	-8.332476000000003
CCDC28A	-8.331199999999995
TFAM	-8.326270000000001
PLCD1	-8.31371884
YTHDF2	-8.310520570099996
AIF1	-8.3010388
PRMT1	-8.284826800000005
CEP41	-8.28299276
WBP1	-8.277016092184027
LARP4B	-8.2666933
GPKOW	-8.265699999999995
EIF2B4	-8.25676
MED10	-8.24310899999999
NBPF9	-8.220514000000001
CAMTA1	-8.203542499999998
ZNF330	-8.185572
GIMAP8	-8.173199999999994
MED19	-8.157782000000005
RNPEP	-8.148798200000002
LYSMD3	-8.1379677
ZCCHC10	-8.133989970199998
BTLA	-8.131865000000001
DDRGK1	-8.130091999999998
ZSWIM7	-8.12951031517514
CPSF6	-8.127174000000004
NBPF15	-8.121084960000001
USP19	-8.118168430800004
DOCK10	-8.111258000000007
SIGIRR	-8.102738000000016
SHC1	-8.101397850000005
PLSCR1	-8.097442699999998
RPS6KB1	-8.096304702999994
SEC22A	-8.095114000000002
ZNF350	-8.081063
EPN1	-8.080505
CHMP6	-8.068644000000013
PEX19	-8.062508999999999
CRELD1	-8.060971999999996
NME6	-8.059534999999997
SELPLG	-8.049234999999953
RAB8A	-8.042441999999994
SNRPF	-8.038934000000005
SH2D2A	-8.035145
WWP2	-8.031120799999997
SPTBN1	-8.02388419999999
SGF29	-8.019934000000006
ACAP1	-8.015422000000001
FAM168B	-8.008899999999997
PSMD4	-8.008074000000022
ZNF688	-8.000461999999999
HDGF	-7.986990063129596
H1-2	-7.985199999999999
DPYSL2	-7.984015399999997
DPAGT1	-7.975395599999999
NINJ2	-7.974821000000002
ARAP1	-7.947848870000001
ACAT2	-7.946112999999997
KIF22	-7.935601799999986
CHD4	-7.927675000000001
KLHL21	-7.912557999999997
KANSL3	-7.911447683733993
RAB11FIP1	-7.903663500000002
PRPF31	-7.897841330000006
POLR3K	-7.896626999999995
DUSP11	-7.896204999999995
SELENOH	-7.895183999999972
APEH	-7.89047951478517
EPHX2	-7.890127304157126
RBBP6	-7.887853099999994
GNAQ	-7.887829999999999
SLMAP	-7.875627800000004
POLR2I	-7.874541000000008
ZNF268	-7.869586779871799
TYK2	-7.856936900000008
CCT2	-7.851905000000016
DDI2	-7.841155400000001
KATNB1	-7.837933000000007
MFSD12	-7.837141000000003
STARD5	-7.823724199999999
RNGTT	-7.822433399999998
ATP23	-7.822011999999997
CS	-7.790616000000014
RAB3GAP2	-7.789120000000004
ATP8B2	-7.7880210000000005
SDHAF1	-7.787899999999993
MTHFD2	-7.7863970999999985
AASDHPPT	-7.78542800000001
TLR1	-7.775830797999998
FLII	-7.774981899843368
RAD51D	-7.770466778765298
BNIP3	-7.758880999999995
ELAC2	-7.749059861748982
BAP1	-7.739435999999998
DMTF1	-7.730491591159996
NETO2	-7.725941000000001
S100A11	-7.724473999999759
UTP11	-7.722914599999999
DDX46	-7.717758799999999
ITPA	-7.712415
LANCL1	-7.711616692600003
USP3	-7.711190999999985
MAP3K6	-7.708802789554999
BTBD11	-7.7085216000000045
CNEP1R1	-7.703221464102505
WWP1	-7.7014005999999995
AURKAIP1	-7.698215999999988
CDKN2D	-7.68419999999999
ALKBH7	-7.679354000000018
ABHD14A	-7.679321999999985
PFDN2	-7.67766499999999
CLTB	-7.677568000000022
DPM3	-7.673489999999994
KLC1	-7.672341748400001
STAT6	-7.6665689999999955
MEGF6	-7.656025000000001
RRP7A	-7.653590000000008
PSMB2	-7.648459999999993
LMAN1	-7.647500999999998
GCA	-7.645990999147065
SGSH	-7.643645000501017
TRIM65	-7.640949999999997
ERICH1	-7.620376499999999
ENDOG	-7.620100000000001
CTSD	-7.614410882984487
PTPN4	-7.608102023769909
HDHD3	-7.607906
STYX	-7.6020050000000055
PER1	-7.598843000000002
ZNF493	-7.5954013999999965
ZNF408	-7.590363
MBNL2	-7.5761210000000005
NIPAL3	-7.574596999999997
HDHD2	-7.571208999999996
HLTF	-7.569941
GSR	-7.565036998911914
CYHR1	-7.552333506008885
ANKRD27	-7.5458335000000005
HMGB1	-7.542409999999904
ZNF500	-7.540084000000004
SMUG1	-7.535011000000001
C4orf3	-7.531099999999981
CBLB	-7.5255209999999835
PHB2	-7.522388300000003
RPUSD3	-7.522313589999996
SERPINB6	-7.521096700000001
INTS5	-7.508499999999998
PABPC4	-7.501470900000001
EXOC5	-7.481657196922875
PAXBP1	-7.469650999999999
PPM1B	-7.469197999999977
EFNA1	-7.466342899999999
CCDC88B	-7.464152100000003
ZMYM4	-7.463185659800001
AMIGO1	-7.461679999999998
H2AJ	-7.458052540000011
CPTP	-7.4540339999999965
NSA2	-7.451939999999986
UMAD1	-7.446480000000001
LMF2	-7.4414620000000085
RNF26	-7.437700000000003
TTC5	-7.432934500000002
ST6GALNAC4	-7.427694106000001
SHOC2	-7.423343999999993
CDIP1	-7.418418100000002
CCDC107	-7.415569999999988
SIMC1	-7.4154088
ZNF444	-7.409120300000005
CRELD2	-7.406779400000001
CD300A	-7.402856999999997
ANKRD44	-7.400859999999994
MTRF1	-7.400411000000002
POLRMT	-7.390923000000001
ACYP2	-7.389589999999998
EFR3A	-7.37916760012282
B3GAT3	-7.372568999999999
CARD11	-7.365259999999992
METTL9	-7.363152999999997
PYGO2	-7.359304000000002
OVCA2	-7.358399999999996
CITED2	-7.35718
CTBS	-7.342787999999999
PCGF1	-7.335959000000003
LZTR1	-7.325776999999999
MEN1	-7.312747770000001
TMEM41B	-7.2979350000000025
ITGA4	-7.290173000000038
HSDL1	-7.288635099999997
SMPD4	-7.2804869
ACOT2	-7.277875999999999
TRIM11	-7.276394800000002
MFSD6	-7.275410000000001
RPP25L	-7.2750699999999995
TLE3	-7.2659053012143495
GLUD1	-7.26394599999999
ERGIC3	-7.261482999999998
BLOC1S3	-7.260540999999996
LHPP	-7.260508000000005
BATF	-7.256399999999992
SEL1L	-7.248920999999999
GSPT1	-7.237899000000027
CASP2	-7.232917999999998
AP5M1	-7.227019000000006
GTF2H1	-7.221603000000002
TMEM50B	-7.212619799999999
NDRG3	-7.205096999999995
CYB561D1	-7.194357
UBE2Q1	-7.188375000000001
SPTLC1	-7.187170200000004
PIGS	-7.18529239886
B4GALT7	-7.178143999999998
GSKIP	-7.170126995793986
FBXO22	-7.158017999999998
THTPA	-7.150720999999997
CLPTM1L	-7.1473537999999905
GADD45A	-7.144668999999997
PSMA1	-7.140608000307026
TOB1	-7.132049999999978
SLC12A7	-7.124373799999999
TAPT1	-7.121879138739999
SERPINE2	-7.116479500000002
TACC1	-7.115924934999995
PELI1	-7.115282999999998
GTPBP4	-7.106967999999995
FBLN7	-7.1069042999999965
LIG3	-7.106598404
SNX17	-7.104638999999992
MED28	-7.096423999999999
TINF2	-7.095607007670381
OAS3	-7.090227000000001
SEH1L	-7.081779499999996
TRAPPC1	-7.071366009893012
TTC33	-7.0640965000000016
NEK9	-7.063172000000002
ERCC5	-7.046417999999999
URM1	-7.039785000000002
SELENOW	-7.035625000000039
POLDIP2	-7.033405999999999
NFATC2IP	-7.026982966259901
TRIM8	-7.026657999999998
MTMR2	-7.019220999999998
MINK1	-7.019094299999999
HVCN1	-7.016152998506934
RACGAP1	-7.012290099999998
RABGGTA	-6.992723000000002
GATAD2A	-6.98951400003736
OXLD1	-6.9794529999999995
POMGNT1	-6.9769594999999995
AZIN1	-6.97308240000001
GAK	-6.970915899999994
SIN3A	-6.970136600000004
RBM22	-6.969846000000004
CISD2	-6.969059999999995
GFPT1	-6.9643654
ARL15	-6.962928999999999
ALKBH4	-6.959553999999997
CUL2	-6.954345700489164
WNK1	-6.952048981331814
PRXL2B	-6.938411210428004
NPDC1	-6.937366000000001
NAA80	-6.935035000000003
ST3GAL2	-6.928199999999997
LFNG	-6.92615329999999
HMCES	-6.923574000000002
RABEP1	-6.9221939999999975
HIPK3	-6.910094190000002
GPR18	-6.903329999999997
DAXX	-6.898329138999998
ARL6IP5	-6.8858509999999455
TREX1	-6.876677330021501
PSPH	-6.87186999490732
TBRG1	-6.871288200000002
EMC1	-6.867609100000003
TMEM254	-6.849962072684097
PDIK1L	-6.849079999999997
LARP4	-6.845732777211296
ANGEL1	-6.843254999999997
LY96	-6.834630000000004
RARA	-6.8317408997388895
R3HDM1	-6.819001
HNRNPA0	-6.8081
LY6G5C	-6.806964206843999
MPHOSPH9	-6.803158199999999
KLF7	-6.800866899999999
MTMR6	-6.800646
LCORL	-6.796879799999999
RTF1	-6.790263999999993
BRD3OS	-6.788642999999993
CFAP97	-6.786368999999993
NIN	-6.783884618452532
PAIP1	-6.7829957517010016
GPR108	-6.779955831494007
RMDN3	-6.779169500000002
TNFAIP1	-6.776965000000001
MBOAT7	-6.770580564698015
RPS6KB2	-6.762192000000013
STK38L	-6.7590394000000025
CHUK	-6.755742099999999
TRIB2	-6.754779999999997
FKBP2	-6.750256000000007
ELP4	-6.747766649999999
LIPA	-6.7324256905230015
C1orf50	-6.726320000000005
UBASH3B	-6.722967900000002
NEDD1	-6.722177000000002
UROD	-6.718934968560006
YIF1A	-6.7130982223592
ZDHHC17	-6.694616499999999
PDK1	-6.694441000000001
CMTR2	-6.6846890000000005
SLC35A5	-6.671260000000004
BACH2	-6.658957997442709
TRAP1	-6.658908238668907
JADE1	-6.658298037179016
CEP78	-6.656069399999993
TTC31	-6.654304700000001
GIPC1	-6.653360200000002
PRMT6	-6.6518000000000015
CNP	-6.649274999999996
NFYA	-6.645150000000001
ZNF566	-6.642884200000001
THEM6	-6.642583999999996
TMED3	-6.640073599999997
SCAMP1	-6.639932000000002
SLC37A3	-6.635696500000003
TMEM30A	-6.635389888995604
SGSM2	-6.6293905399999975
STING1	-6.626500000000007
KRTCAP2	-6.617093000000068
TRIM32	-6.609164000000007
NUP58	-6.603588000000002
CCDC115	-6.601583999999988
ANK1	-6.5972905
ORMDL2	-6.595569999999995
PTPRA	-6.594616999999992
RCSD1	-6.588904999999983
KLHL22	-6.577931899999999
FAF2	-6.574957999999999
SNRPD1	-6.570430000000002
ALDH5A1	-6.570197999999998
C16orf87	-6.569872999999998
TFDP1	-6.5659009999999896
DUT	-6.56584500000001
PACSIN2	-6.561515253289993
ZNF654	-6.561095999999999
PPP1R7	-6.554222999999993
POLR2B	-6.553364999999985
HIBADH	-6.552515000000003
YTHDF3	-6.549248499105509
RNF11	-6.546429899999993
E4F1	-6.5385542840000035
WAPL	-6.534575000000004
CYREN	-6.530655000000003
BDH1	-6.518229439999999
PYGB	-6.512719000000004
DNAJC16	-6.5027110000000015
EARS2	-6.497562
PNPO	-6.492387961000002
MON1A	-6.491540000000002
IBTK	-6.49064733166364
PDIA6	-6.4895649999999705
TRIM69	-6.4891523341600035
ACYP1	-6.485854000000003
ASB6	-6.480629000000004
PXYLP1	-6.476235118500002
SELENOT	-6.470259999999968
RALGPS2	-6.468863686
MYDGF	-6.468137999999996
ORAI1	-6.463865000000013
DLG1	-6.460825900000003
NCBP3	-6.445920599999997
STK17B	-6.445133999999982
FAM110A	-6.440376710199999
TMEM71	-6.433536000000004
TDP2	-6.43345570000001
VHL	-6.427290000000006
NUDT4	-6.425793000000006
MIEN1	-6.425194999999988
SESTD1	-6.4099822
PCBP1	-6.401999999999987
PPP2R3C	-6.399366675091883
TBC1D10A	-6.389439803999991
SEMA4B	-6.3894360310000025
MAGEH1	-6.389000000000003
IGSF8	-6.387049537000003
CD37	-6.386048999999986
UNG	-6.379845000000003
YTHDF1	-6.375366
ATP6V1D	-6.373238800000003
PLEKHJ1	-6.370367999999985
UBE3A	-6.365029710000002
NKTR	-6.361378330000001
TTF2	-6.354800418000002
GPN3	-6.352840999999994
FAM91A1	-6.335481999999999
ZNF85	-6.328108335328398
STAT2	-6.322027999999989
DPH6	-6.3219873
ORAI2	-6.316085200952259
TUT7	-6.314975800000003
INO80B	-6.311448000000002
CAPN1	-6.306318889565972
SND1	-6.303518399999987
ARID1B	-6.297760975999999
CYB5R4	-6.297479999999997
RUBCN	-6.297108000000005
OGFOD3	-6.294523761299999
ZNF382	-6.2899046
SRRT	-6.28737427276301
PIAS2	-6.286417500000002
ITFG2	-6.2812912999999995
HNRNPH1	-6.278294067288996
DGKZ	-6.267491330784694
HADHA	-6.267150000000001
HEXB	-6.262418999999994
CRYBG1	-6.259130000000001
POMT1	-6.252939900000001
PHYKPL	-6.248947000000008
TUBGCP6	-6.243617999999998
ALDOC	-6.242257000000009
BLOC1S2	-6.239446000000008
COG8	-6.227718299999999
RHNO1	-6.2273620000000065
CDKN1B	-6.221019999999996
ACADM	-6.220374200000009
RBM14	-6.216148400000009
RBM45	-6.214761
CIRBP	-6.2137022946737375
HSPA1A	-6.209249516922483
ZNF224	-6.19741299999999
AGPAT3	-6.1970904201854005
TRAPPC2	-6.196217000000004
GLRX	-6.192746999999983
RNF214	-6.190093211445902
HAUS7	-6.188439600000002
ZNF146	-6.186497999999972
RAB5C	-6.183610000000002
DIS3L	-6.175098256600002
CD226	-6.165531999999992
PTPRE	-6.161645182163401
RNF167	-6.149504629999996
TMEM222	-6.148900515509993
POLD4	-6.143703799999969
RIN3	-6.135889625913002
PPCS	-6.12590299999998
NCOA3	-6.118091000000003
TCEA2	-6.1162484
MAU2	-6.116121800000002
PTP4A3	-6.114999899999999
ZC3H15	-6.114436939065996
YKT6	-6.113516000000011
OAZ2	-6.105122999999992
PDLIM5	-6.102502399999999
MEAK7	-6.100638999999999
CDIPT	-6.1002462090999785
MLEC	-6.099156999999998
APEX1	-6.098755149999988
TRIM35	-6.097133999999997
RIOX2	-6.093562999999996
LARP1	-6.093153390000001
OPA3	-6.090711999999998
ZNF816	-6.0900909999999975
TUSC2	-6.0824579999999955
MAPKAPK3	-6.077584007380011
ESRRA	-6.077580083700003
VDAC1	-6.075464199999999
UBE2J1	-6.074500000000004
NET1	-6.072400999999999
USP14	-6.072032999999998
PISD	-6.070666459999998
PARG	-6.069264999999998
RAB22A	-6.066961000000001
ASPSCR1	-6.0633999
SDF2	-6.058014
CHD3	-6.056190327636788
TTC9	-6.054600000000001
C12orf4	-6.049687999999998
HDAC7	-6.049173441933599
SLC30A6	-6.047748033999998
EPM2AIP1	-6.046989
ZNF548	-6.044413999036241
SNX6	-6.04400099935566
PSMD5	-6.035924999999999
FBLN5	-6.034732799999999
USP11	-6.02957809130001
OLFM2	-6.022888
ZC3H18	-6.018526500000004
CENPV	-6.012088
TANGO6	-6.0093650000000025
ZNF576	-6.004830000000004
GRWD1	-6.003359000000003
FIG4	-5.998775987484901
LRRFIP1	-5.996443039999974
AGFG1	-5.994382889099995
TSC22D4	-5.993201000000003
YIF1B	-5.987607299999997
GARRE1	-5.985003600000001
HMGN4	-5.983260000000001
PSD	-5.978831799999999
DHDDS	-5.969800599999999
C1orf109	-5.9693757000000005
INPP5K	-5.9664706699999925
PMVK	-5.963999999999999
HACL1	-5.961764500000001
BTN3A3	-5.960610999999986
NF2	-5.952380278899998
TMEM258	-5.951679699999971
DZIP3	-5.950141
BIRC6	-5.9448209
ATOX1	-5.93772899999999
ZNF17	-5.936237299999998
RICTOR	-5.934887498330998
ZFX	-5.925757199999985
CPSF4	-5.924643
LNPEP	-5.923954699999989
UGGT1	-5.917045999999999
TMEM220	-5.9145723000000014
USP24	-5.898621199999999
RANBP3	-5.890632826354899
ASAH1	-5.889920580256572
CDC25B	-5.888478000000006
INO80E	-5.882875700000001
SGSM3	-5.8768611124999985
SRSF10	-5.861893000000009
PAPSS1	-5.858360999999999
SYAP1	-5.854869999999998
PIK3CA	-5.853792999999996
ZNF92	-5.848908599999998
RAB10	-5.848736000000017
PIGH	-5.838990299999999
ZNF496	-5.830241
SEC24C	-5.829609999999988
KDSR	-5.826394000000008
HAPLN3	-5.819559999999996
BORCS8	-5.814219000000001
GALNT7	-5.814081899999998
ARMC1	-5.793943123805008
C19orf48	-5.788142001960719
OBI1	-5.786899999999999
WDR77	-5.780650000000001
VIRMA	-5.7600517153999995
MANBA	-5.754561599999998
NOC2L	-5.741026000000012
SIGMAR1	-5.734515000000002
LETM1	-5.728868872599998
ATXN7L3	-5.718234800000003
MAGED1	-5.713647000000002
H1-3	-5.706400000000002
PRKAR2A	-5.699201199999997
ALKBH6	-5.695223322089301
DTD1	-5.688700999999995
NRDE2	-5.684780416426001
ABO	-5.6838127
UBA6	-5.683189999999993
